job,graph,iter,anneal-power,quadratic-model,graph_class,tstop,shil-coeff,cubic-model,project
1549,uf100-04.pubo,48,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1550,uf100-04.pubo,49,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1551,uf100-04.pubo,50,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1552,uf100-04.pubo,51,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1553,uf100-04.pubo,52,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1554,uf100-04.pubo,53,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1555,uf100-04.pubo,54,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1556,uf100-04.pubo,55,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1557,uf100-04.pubo,56,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1558,uf100-04.pubo,57,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1559,uf100-04.pubo,58,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1560,uf100-04.pubo,59,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1561,uf100-04.pubo,60,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1562,uf100-04.pubo,61,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1563,uf100-04.pubo,62,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1564,uf100-04.pubo,63,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1565,uf100-04.pubo,64,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1566,uf100-04.pubo,65,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1567,uf100-04.pubo,66,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1568,uf100-04.pubo,67,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1569,uf100-04.pubo,68,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1570,uf100-04.pubo,69,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1571,uf100-04.pubo,70,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1572,uf100-04.pubo,71,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1573,uf100-04.pubo,72,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1574,uf100-04.pubo,73,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1575,uf100-04.pubo,74,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1576,uf100-04.pubo,75,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1577,uf100-04.pubo,76,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1578,uf100-04.pubo,77,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1579,uf100-04.pubo,78,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1580,uf100-04.pubo,79,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1581,uf100-04.pubo,80,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1582,uf100-04.pubo,81,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1583,uf100-04.pubo,82,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1584,uf100-04.pubo,83,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1585,uf100-04.pubo,84,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1586,uf100-04.pubo,85,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1587,uf100-04.pubo,86,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1588,uf100-04.pubo,87,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1589,uf100-04.pubo,88,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1590,uf100-04.pubo,89,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1591,uf100-04.pubo,90,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1592,uf100-04.pubo,91,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1593,uf100-04.pubo,92,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1594,uf100-04.pubo,93,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1595,uf100-04.pubo,94,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1596,uf100-04.pubo,95,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1597,uf100-04.pubo,96,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1598,uf100-04.pubo,97,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1599,uf100-04.pubo,98,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1600,uf100-04.pubo,99,0,H1,oscillator_model/sat_pubo,100,1,H6,False
1601,uf100-01.pubo,0,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1602,uf100-01.pubo,1,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1603,uf100-01.pubo,2,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1604,uf100-01.pubo,3,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1605,uf100-01.pubo,4,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1606,uf100-01.pubo,5,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1607,uf100-01.pubo,6,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1608,uf100-01.pubo,7,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1609,uf100-01.pubo,8,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1610,uf100-01.pubo,9,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1611,uf100-01.pubo,10,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1612,uf100-01.pubo,11,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1613,uf100-01.pubo,12,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1614,uf100-01.pubo,13,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1615,uf100-01.pubo,14,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1616,uf100-01.pubo,15,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1617,uf100-01.pubo,16,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1618,uf100-01.pubo,17,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1619,uf100-01.pubo,18,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1620,uf100-01.pubo,19,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1621,uf100-01.pubo,20,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1622,uf100-01.pubo,21,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1623,uf100-01.pubo,22,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1624,uf100-01.pubo,23,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1625,uf100-01.pubo,24,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1626,uf100-01.pubo,25,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1627,uf100-01.pubo,26,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1628,uf100-01.pubo,27,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1629,uf100-01.pubo,28,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1630,uf100-01.pubo,29,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1631,uf100-01.pubo,30,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1632,uf100-01.pubo,31,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1633,uf100-01.pubo,32,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1634,uf100-01.pubo,33,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1635,uf100-01.pubo,34,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1636,uf100-01.pubo,35,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1637,uf100-01.pubo,36,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1638,uf100-01.pubo,37,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1639,uf100-01.pubo,38,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1640,uf100-01.pubo,39,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1641,uf100-01.pubo,40,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1642,uf100-01.pubo,41,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1643,uf100-01.pubo,42,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1644,uf100-01.pubo,43,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1645,uf100-01.pubo,44,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1646,uf100-01.pubo,45,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1647,uf100-01.pubo,46,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1648,uf100-01.pubo,47,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1649,uf100-01.pubo,48,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1650,uf100-01.pubo,49,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1651,uf100-01.pubo,50,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1652,uf100-01.pubo,51,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1653,uf100-01.pubo,52,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1654,uf100-01.pubo,53,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1655,uf100-01.pubo,54,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1656,uf100-01.pubo,55,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1657,uf100-01.pubo,56,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1658,uf100-01.pubo,57,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1659,uf100-01.pubo,58,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1660,uf100-01.pubo,59,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1661,uf100-01.pubo,60,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1662,uf100-01.pubo,61,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1663,uf100-01.pubo,62,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1664,uf100-01.pubo,63,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1665,uf100-01.pubo,64,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1666,uf100-01.pubo,65,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1667,uf100-01.pubo,66,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1668,uf100-01.pubo,67,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1669,uf100-01.pubo,68,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1670,uf100-01.pubo,69,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1671,uf100-01.pubo,70,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1672,uf100-01.pubo,71,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1673,uf100-01.pubo,72,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1674,uf100-01.pubo,73,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1675,uf100-01.pubo,74,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1676,uf100-01.pubo,75,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1677,uf100-01.pubo,76,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1678,uf100-01.pubo,77,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1679,uf100-01.pubo,78,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1680,uf100-01.pubo,79,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1681,uf100-01.pubo,80,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1682,uf100-01.pubo,81,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1683,uf100-01.pubo,82,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1684,uf100-01.pubo,83,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1685,uf100-01.pubo,84,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1686,uf100-01.pubo,85,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1687,uf100-01.pubo,86,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1688,uf100-01.pubo,87,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1689,uf100-01.pubo,88,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1690,uf100-01.pubo,89,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1691,uf100-01.pubo,90,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1692,uf100-01.pubo,91,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1693,uf100-01.pubo,92,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1694,uf100-01.pubo,93,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1695,uf100-01.pubo,94,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1696,uf100-01.pubo,95,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1697,uf100-01.pubo,96,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1698,uf100-01.pubo,97,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1699,uf100-01.pubo,98,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1700,uf100-01.pubo,99,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1701,uf100-02.pubo,0,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1702,uf100-02.pubo,1,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1703,uf100-02.pubo,2,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1704,uf100-02.pubo,3,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1705,uf100-02.pubo,4,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1706,uf100-02.pubo,5,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1707,uf100-02.pubo,6,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1708,uf100-02.pubo,7,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1709,uf100-02.pubo,8,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1710,uf100-02.pubo,9,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1711,uf100-02.pubo,10,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1712,uf100-02.pubo,11,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1713,uf100-02.pubo,12,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1714,uf100-02.pubo,13,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1715,uf100-02.pubo,14,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1716,uf100-02.pubo,15,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1717,uf100-02.pubo,16,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1718,uf100-02.pubo,17,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1719,uf100-02.pubo,18,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1720,uf100-02.pubo,19,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1721,uf100-02.pubo,20,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1722,uf100-02.pubo,21,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1723,uf100-02.pubo,22,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1724,uf100-02.pubo,23,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1725,uf100-02.pubo,24,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1726,uf100-02.pubo,25,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1727,uf100-02.pubo,26,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1728,uf100-02.pubo,27,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1729,uf100-02.pubo,28,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1730,uf100-02.pubo,29,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1731,uf100-02.pubo,30,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1732,uf100-02.pubo,31,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1733,uf100-02.pubo,32,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1734,uf100-02.pubo,33,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1735,uf100-02.pubo,34,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1736,uf100-02.pubo,35,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1737,uf100-02.pubo,36,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1738,uf100-02.pubo,37,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1739,uf100-02.pubo,38,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1740,uf100-02.pubo,39,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1741,uf100-02.pubo,40,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1742,uf100-02.pubo,41,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1743,uf100-02.pubo,42,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1744,uf100-02.pubo,43,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1745,uf100-02.pubo,44,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1746,uf100-02.pubo,45,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1747,uf100-02.pubo,46,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1748,uf100-02.pubo,47,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1749,uf100-02.pubo,48,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1750,uf100-02.pubo,49,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1751,uf100-02.pubo,50,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1752,uf100-02.pubo,51,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1753,uf100-02.pubo,52,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1754,uf100-02.pubo,53,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1755,uf100-02.pubo,54,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1756,uf100-02.pubo,55,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1757,uf100-02.pubo,56,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1758,uf100-02.pubo,57,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1759,uf100-02.pubo,58,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1760,uf100-02.pubo,59,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1761,uf100-02.pubo,60,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1762,uf100-02.pubo,61,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1763,uf100-02.pubo,62,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1764,uf100-02.pubo,63,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1765,uf100-02.pubo,64,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1766,uf100-02.pubo,65,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1767,uf100-02.pubo,66,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1768,uf100-02.pubo,67,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1769,uf100-02.pubo,68,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1770,uf100-02.pubo,69,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1771,uf100-02.pubo,70,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1772,uf100-02.pubo,71,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1773,uf100-02.pubo,72,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1774,uf100-02.pubo,73,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1775,uf100-02.pubo,74,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1776,uf100-02.pubo,75,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1777,uf100-02.pubo,76,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1778,uf100-02.pubo,77,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1779,uf100-02.pubo,78,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1780,uf100-02.pubo,79,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1781,uf100-02.pubo,80,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1782,uf100-02.pubo,81,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1783,uf100-02.pubo,82,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1784,uf100-02.pubo,83,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1785,uf100-02.pubo,84,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1786,uf100-02.pubo,85,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1787,uf100-02.pubo,86,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1788,uf100-02.pubo,87,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1789,uf100-02.pubo,88,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1790,uf100-02.pubo,89,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1791,uf100-02.pubo,90,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1792,uf100-02.pubo,91,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1793,uf100-02.pubo,92,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1794,uf100-02.pubo,93,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1795,uf100-02.pubo,94,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1796,uf100-02.pubo,95,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1797,uf100-02.pubo,96,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1798,uf100-02.pubo,97,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1799,uf100-02.pubo,98,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1800,uf100-02.pubo,99,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1801,uf100-03.pubo,0,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1802,uf100-03.pubo,1,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1803,uf100-03.pubo,2,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1804,uf100-03.pubo,3,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1805,uf100-03.pubo,4,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1806,uf100-03.pubo,5,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1807,uf100-03.pubo,6,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1808,uf100-03.pubo,7,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1809,uf100-03.pubo,8,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1810,uf100-03.pubo,9,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1811,uf100-03.pubo,10,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1812,uf100-03.pubo,11,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1813,uf100-03.pubo,12,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1814,uf100-03.pubo,13,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1815,uf100-03.pubo,14,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1816,uf100-03.pubo,15,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1817,uf100-03.pubo,16,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1818,uf100-03.pubo,17,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1819,uf100-03.pubo,18,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1820,uf100-03.pubo,19,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1821,uf100-03.pubo,20,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1822,uf100-03.pubo,21,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1823,uf100-03.pubo,22,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1824,uf100-03.pubo,23,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1825,uf100-03.pubo,24,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1826,uf100-03.pubo,25,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1827,uf100-03.pubo,26,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1828,uf100-03.pubo,27,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1829,uf100-03.pubo,28,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1830,uf100-03.pubo,29,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1831,uf100-03.pubo,30,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1832,uf100-03.pubo,31,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1833,uf100-03.pubo,32,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1834,uf100-03.pubo,33,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1835,uf100-03.pubo,34,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1836,uf100-03.pubo,35,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1837,uf100-03.pubo,36,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1838,uf100-03.pubo,37,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1839,uf100-03.pubo,38,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1840,uf100-03.pubo,39,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1841,uf100-03.pubo,40,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1842,uf100-03.pubo,41,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1843,uf100-03.pubo,42,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1844,uf100-03.pubo,43,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1845,uf100-03.pubo,44,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1846,uf100-03.pubo,45,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1847,uf100-03.pubo,46,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1848,uf100-03.pubo,47,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1849,uf100-03.pubo,48,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1850,uf100-03.pubo,49,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1851,uf100-03.pubo,50,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1852,uf100-03.pubo,51,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1853,uf100-03.pubo,52,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1854,uf100-03.pubo,53,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1855,uf100-03.pubo,54,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1856,uf100-03.pubo,55,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1857,uf100-03.pubo,56,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1858,uf100-03.pubo,57,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1859,uf100-03.pubo,58,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1860,uf100-03.pubo,59,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1861,uf100-03.pubo,60,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1862,uf100-03.pubo,61,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1863,uf100-03.pubo,62,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1864,uf100-03.pubo,63,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1865,uf100-03.pubo,64,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1866,uf100-03.pubo,65,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1867,uf100-03.pubo,66,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1868,uf100-03.pubo,67,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1869,uf100-03.pubo,68,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1870,uf100-03.pubo,69,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1871,uf100-03.pubo,70,1,H1,oscillator_model/sat_pubo,100,0,H8,False
1872,uf100-03.pubo,71,1,H1,oscillator_model/sat_pubo,100,0,H8,False
